data/input/intensity/fsm017.intensity.mgz,data/input/t2/fsm017.t2.mgz,data/input/pd/fsm017.pd.mgz,data/input/labels/fsm017.dc.labels.mgz
data/input/intensity/fsm017.intensity.mgz,data/input/t2/fsm017.t2.mgz,data/input/pd/fsm017.pd.mgz,data/input/labels/fsm017.jm.labels.mgz
data/input/intensity/fsm018.intensity.mgz,data/input/t2/fsm018.t2.mgz,data/input/pd/fsm018.pd.mgz,data/input/labels/fsm018.dc.labels.mgz
data/input/intensity/fsm018.intensity.mgz,data/input/t2/fsm018.t2.mgz,data/input/pd/fsm018.pd.mgz,data/input/labels/fsm018.jm.labels.mgz
data/input/intensity/fsm019.intensity.mgz,data/input/t2/fsm019.t2.mgz,data/input/pd/fsm019.pd.mgz,data/input/labels/fsm019.dc.labels.mgz
data/input/intensity/fsm019.intensity.mgz,data/input/t2/fsm019.t2.mgz,data/input/pd/fsm019.pd.mgz,data/input/labels/fsm019.jm.labels.mgz
data/input/intensity/fsm020.intensity.mgz,data/input/t2/fsm020.t2.mgz,data/input/pd/fsm020.pd.mgz,data/input/labels/fsm020.dc.labels.mgz
data/input/intensity/fsm020.intensity.mgz,data/input/t2/fsm020.t2.mgz,data/input/pd/fsm020.pd.mgz,data/input/labels/fsm020.jm.labels.mgz
data/input/intensity/fsm021.intensity.mgz,data/input/t2/fsm021.t2.mgz,data/input/pd/fsm021.pd.mgz,data/input/labels/fsm021.dc.labels.mgz
data/input/intensity/fsm021.intensity.mgz,data/input/t2/fsm021.t2.mgz,data/input/pd/fsm021.pd.mgz,data/input/labels/fsm021.jm.labels.mgz
data/input/intensity/fsm022.intensity.mgz,data/input/t2/fsm022.t2.mgz,data/input/pd/fsm022.pd.mgz,data/input/labels/fsm022.dc.labels.mgz
data/input/intensity/fsm022.intensity.mgz,data/input/t2/fsm022.t2.mgz,data/input/pd/fsm022.pd.mgz,data/input/labels/fsm022.jm.labels.mgz
data/input/intensity/fsm023.intensity.mgz,data/input/t2/fsm023.t2.mgz,data/input/pd/fsm023.pd.mgz,data/input/labels/fsm023.dc.labels.mgz
data/input/intensity/fsm023.intensity.mgz,data/input/t2/fsm023.t2.mgz,data/input/pd/fsm023.pd.mgz,data/input/labels/fsm023.jm.labels.mgz
data/input/intensity/fsm025.intensity.mgz,data/input/t2/fsm025.t2.mgz,data/input/pd/fsm025.pd.mgz,data/input/labels/fsm025.dc.labels.mgz
data/input/intensity/fsm025.intensity.mgz,data/input/t2/fsm025.t2.mgz,data/input/pd/fsm025.pd.mgz,data/input/labels/fsm025.jm.labels.mgz
data/input/intensity/fsm026.intensity.mgz,data/input/t2/fsm026.t2.mgz,data/input/pd/fsm026.pd.mgz,data/input/labels/fsm026.dc.labels.mgz
data/input/intensity/fsm026.intensity.mgz,data/input/t2/fsm026.t2.mgz,data/input/pd/fsm026.pd.mgz,data/input/labels/fsm026.jm.labels.mgz
data/input/intensity/fsm027.intensity.mgz,data/input/t2/fsm027.t2.mgz,data/input/pd/fsm027.pd.mgz,data/input/labels/fsm027.dc.labels.mgz
data/input/intensity/fsm027.intensity.mgz,data/input/t2/fsm027.t2.mgz,data/input/pd/fsm027.pd.mgz,data/input/labels/fsm027.jm.labels.mgz
data/input/intensity/fsm028.intensity.mgz,data/input/t2/fsm028.t2.mgz,data/input/pd/fsm028.pd.mgz,data/input/labels/fsm028.dc.labels.mgz
data/input/intensity/fsm028.intensity.mgz,data/input/t2/fsm028.t2.mgz,data/input/pd/fsm028.pd.mgz,data/input/labels/fsm028.jm.labels.mgz
data/input/intensity/fsm029.intensity.mgz,data/input/t2/fsm029.t2.mgz,data/input/pd/fsm029.pd.mgz,data/input/labels/fsm029.dc.labels.mgz
data/input/intensity/fsm029.intensity.mgz,data/input/t2/fsm029.t2.mgz,data/input/pd/fsm029.pd.mgz,data/input/labels/fsm029.jm.labels.mgz
data/input/intensity/fsm031.intensity.mgz,data/input/t2/fsm031.t2.mgz,data/input/pd/fsm031.pd.mgz,data/input/labels/fsm031.dc.labels.mgz
data/input/intensity/fsm031.intensity.mgz,data/input/t2/fsm031.t2.mgz,data/input/pd/fsm031.pd.mgz,data/input/labels/fsm031.jm.labels.mgz
data/input/intensity/fsm033.intensity.mgz,data/input/t2/fsm033.t2.mgz,data/input/pd/fsm033.pd.mgz,data/input/labels/fsm033.dc.labels.mgz
data/input/intensity/fsm033.intensity.mgz,data/input/t2/fsm033.t2.mgz,data/input/pd/fsm033.pd.mgz,data/input/labels/fsm033.jm.labels.mgz
data/input/intensity/fsm035.intensity.mgz,data/input/t2/fsm035.t2.mgz,data/input/pd/fsm035.pd.mgz,data/input/labels/fsm035.dc.labels.mgz
data/input/intensity/fsm035.intensity.mgz,data/input/t2/fsm035.t2.mgz,data/input/pd/fsm035.pd.mgz,data/input/labels/fsm035.jm.labels.mgz
data/input/intensity/fsm036.intensity.mgz,data/input/t2/fsm036.t2.mgz,data/input/pd/fsm036.pd.mgz,data/input/labels/fsm036.dc.labels.mgz
data/input/intensity/fsm036.intensity.mgz,data/input/t2/fsm036.t2.mgz,data/input/pd/fsm036.pd.mgz,data/input/labels/fsm036.jm.labels.mgz
data/input/intensity/fsm038.intensity.mgz,data/input/t2/fsm038.t2.mgz,data/input/pd/fsm038.pd.mgz,data/input/labels/fsm038.dc.labels.mgz
data/input/intensity/fsm038.intensity.mgz,data/input/t2/fsm038.t2.mgz,data/input/pd/fsm038.pd.mgz,data/input/labels/fsm038.jm.labels.mgz
data/input/intensity/fsm039.intensity.mgz,data/input/t2/fsm039.t2.mgz,data/input/pd/fsm039.pd.mgz,data/input/labels/fsm039.dc.labels.mgz
data/input/intensity/fsm039.intensity.mgz,data/input/t2/fsm039.t2.mgz,data/input/pd/fsm039.pd.mgz,data/input/labels/fsm039.jm.labels.mgz
data/input/intensity/fsm041.intensity.mgz,data/input/t2/fsm041.t2.mgz,data/input/pd/fsm041.pd.mgz,data/input/labels/fsm041.dc.labels.mgz
data/input/intensity/fsm041.intensity.mgz,data/input/t2/fsm041.t2.mgz,data/input/pd/fsm041.pd.mgz,data/input/labels/fsm041.jm.labels.mgz
data/input/intensity/fsm042.intensity.mgz,data/input/t2/fsm042.t2.mgz,data/input/pd/fsm042.pd.mgz,data/input/labels/fsm042.dc.labels.mgz
data/input/intensity/fsm042.intensity.mgz,data/input/t2/fsm042.t2.mgz,data/input/pd/fsm042.pd.mgz,data/input/labels/fsm042.jm.labels.mgz
